Preston Sturges,"[u'Category:1898 births', u'Category:1959 deaths', u'Category:All articles with unsourced statements', u'Category:American autobiographers', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of English descent', u'Category:American people of Irish descent', u'Category:Articles with IBDb links']"
Barry Levinson,"[u'Category:1942 births', u'Category:American University alumni', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Russian-Jewish descent', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Baltimore City Community College alumni', u'Category:Best Directing Academy Award winners']"
Frank Darabont,"[u'Category:1959 births', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Hungarian descent', u'Category:American television directors', u'Category:American television producers', u'Category:American television writers', u'Category:Articles with hCards', u'Category:CS1 errors: external links']"
 Peter Farrelly,"[u'Category:1956 births', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Irish descent', u'Category:Articles with hCards', u'Category:Columbia University School of the Arts alumni', u'Category:Commons category with page title same as on Wikidata', u'Category:Kent School alumni', u'Category:Living people']"
Adam Wingard,"[u'Category:1982 births', u'Category:All BLP articles lacking sources', u'Category:All articles needing style editing', u'Category:American film directors', u'Category:American film editors', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from August 2015', u'Category:Living people', u'Category:Use mdy dates from February 2013', u'Category:Wikipedia articles needing style editing from August 2015']"
 Anthony Stacchi,"[u'Category:All BLP articles lacking sources', u'Category:All stub articles', u'Category:American animator stubs', u'Category:American animators', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American storyboard artists', u'Category:Animation directors', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from June 2009']"
Steve Antin,"[u'Category:1958 births', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American male television actors', u'Category:American people of British-Jewish descent', u'Category:American stunt performers', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Gay actors', u'Category:Jewish American male actors']"
Ethan Coen,"[u'Category:All articles to be split', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:Articles to be split from May 2016', u'Category:Articles with dead external links from November 2016', u'Category:Articles with hCards', u'Category:Articles with permanently dead external links', u'Category:Articles with unsourced statements from December 2014', u'Category:Articles with unsourced statements from July 2014']"
Richard Benjamin,"[u'Category:1938 births', u'Category:American film directors', u'Category:American male film actors', u'Category:American male television actors', u'Category:Articles with IBDb links', u'Category:Articles with hCards', u'Category:Best Supporting Actor Golden Globe (film) winners', u'Category:English-language film directors', u'Category:Film directors from New York City', u'Category:Fiorello H. LaGuardia High School alumni']"
Judd Apatow,"[u'Category:1967 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:American film producers', u'Category:American male comedians', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American male television actors', u'Category:American stand-up comedians', u'Category:American television directors']"
Orson Welles,"[u'Category:1915 births', u'Category:1985 deaths', u'Category:20th-century American male actors', u'Category:AC with 15 elements', u'Category:Academy Honorary Award recipients', u'Category:All articles needing additional references', u'Category:All articles with unsourced statements', u'Category:American atheists', u'Category:American expatriates in Spain', u'Category:American film directors']"
Carl Reiner,"[u'Category:1922 births', u'Category:All articles with unsourced statements', u'Category:American atheists', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male television actors', u'Category:American military personnel of World War II', u'Category:American people of Austrian-Jewish descent', u'Category:American people of Romanian-Jewish descent']"
Glenn Standring,"[u'Category:Living people', u'Category:New Zealand film directors', u'Category:New Zealand writers', u'Category:People from Feilding', u'Category:People from Wellington City', u'Category:Place of birth missing (living people)', u'Category:University of Otago alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Jake Schreier,"[u'Category:Alfred P. Sloan Prize winners', u'Category:American film directors', u'Category:Living people', u'Category:Tisch School of the Arts alumni', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with LCCN identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Joe Dante,"[u'Category:1946 births', u'Category:American film directors', u'Category:American film producers', u'Category:American television directors', u'Category:American television producers', u'Category:Articles with hCards', u'Category:Collage filmmakers', u'Category:Horror film directors', u'Category:Living people', u'Category:People from Livingston, New Jersey']"
Mike Gabriel,"[u'Category:1954 births', u'Category:All stub articles', u'Category:American animator stubs', u'Category:American animators', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Disney people', u'Category:Living people', u'Category:People from Long Beach, California', u'Category:Wikipedia articles with BNF identifiers']"
James Cameron,"[u'Category:1954 births', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:Articles with dead external links from June 2016', u'Category:Articles with dead external links from September 2016', u'Category:Articles with hCards', u'Category:Articles with permanently dead external links', u'Category:Articles with unsourced statements from December 2009', u'Category:Articles with unsourced statements from July 2015', u'Category:Articles with unsourced statements from June 2016']"
 Lilly Wachowski,"[u'Category:1960s births', u'Category:20th-century American writers', u'Category:21st-century American women writers', u'Category:All BLP articles lacking sources', u'Category:All articles to be expanded', u'Category:All articles with unsourced statements', u'Category:American comics writers', u'Category:American film producers', u'Category:American people of Polish descent', u'Category:American women film directors']"
Byron Haskin,"[u'Category:1899 births', u'Category:1984 deaths', u'Category:American cinematographers', u'Category:American film directors', u'Category:American film producers', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Artists from Portland, Oregon', u'Category:Film directors from Oregon', u'Category:Special effects people']"
Kirk De Micco,"[u'Category:American film directors', u'Category:American male screenwriters', u'Category:Animated film directors', u'Category:Articles with hCards', u'Category:DreamWorks Animation people', u'Category:Living people', u'Category:People from Franklin Lakes, New Jersey', u'Category:People from Wyckoff, New Jersey', u'Category:University of Southern California alumni', u'Category:Wikipedia articles with BNF identifiers']"
 Allen Hughes,"[u'Category:1921 births', u'Category:2009 deaths', u'Category:American dance critics', u'Category:American male journalists', u'Category:American music critics', u'Category:Critics employed by The New York Times', u'Category:People from Brownsburg, Indiana']"
Peter Farrelly,"[u'Category:1956 births', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Irish descent', u'Category:Articles with hCards', u'Category:Columbia University School of the Arts alumni', u'Category:Commons category with page title same as on Wikidata', u'Category:Kent School alumni', u'Category:Living people']"
Steven Knight,"[u'Category:1959 births', u'Category:Articles with hCards', u'Category:Best Screenplay Genie and Canadian Screen Award winners', u'Category:British film directors', u'Category:British male screenwriters', u'Category:British television writers', u'Category:Living people', u'Category:Pages using infobox person with unknown parameters', u'Category:People from Marlborough, Wiltshire', u'Category:Webarchive template wayback links']"
Alan J. Pakula,"[u'Category:1928 births', u'Category:1998 deaths', u'Category:20th-century American businesspeople', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American people of Polish-Jewish descent', u'Category:Articles with hCards', u'Category:People from the Bronx', u'Category:Road incident deaths in New York']"
Todd Phillips,"[u'Category:1970 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:Articles lacking reliable references from May 2009']"
Jaume Collet-Serra,"[u'Category:1974 births', u'Category:American film directors', u'Category:American people of Catalan descent', u'Category:Articles with hCards', u'Category:Catalan film directors', u'Category:Living people', u'Category:People from Barcelona', u'Category:Spanish film directors', u'Category:Spanish film producers', u'Category:Wikipedia articles with BNF identifiers']"
Jody Hill,"[u'Category:1976 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American taekwondo practitioners', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from April 2013', u'Category:Film directors from North Carolina', u'Category:Living people']"
John Singleton,"[u'Category:1968 births', u'Category:African-American film directors', u'Category:African-American film producers', u'Category:African-American screenwriters', u'Category:African-American television producers', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American music video directors', u'Category:Articles with hCards']"
Jeremy Haft,
William Dieterle,"[u'Category:1893 births', u'Category:1972 deaths', u'Category:20th-century American male actors', u'Category:20th-century German male actors', u'Category:All articles needing additional references', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male silent film actors', u'Category:Articles needing additional references from June 2012']"
Bill Paxton,"[u'Category:1955 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American Roman Catholics', u'Category:American film directors', u'Category:American male film actors', u'Category:American male television actors', u'Category:Articles with hCards']"
Steve Shill,"[u'Category:All BLP articles lacking sources', u'Category:Alumni of the University of Leeds', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from January 2010', u'Category:English male film actors', u'Category:English male television actors', u'Category:English television directors', u'Category:Living people', u'Category:People educated at Keswick School', u'Category:Wikipedia articles with BNF identifiers']"
David M. Evans,"[u'Category:1962 births', u'Category:All BLP articles lacking sources', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from March 2016', u'Category:Living people', u'Category:Loyola Marymount University alumni', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Paul Weitz,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages', u'Category:Monitored short pages']"
Milos Forman,"[u'Category:1932 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:Academy of Performing Arts in Prague alumni', u'Category:Akira Kurosawa Award winners', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors']"
Jon Avnet,"[u'Category:1949 births', u'Category:American film directors', u'Category:American film producers', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Living people', u'Category:People from Brooklyn', u'Category:Sarah Lawrence College alumni', u'Category:Use mdy dates from October 2013', u'Category:Wikipedia articles with BNF identifiers']"
Todd Holland,"[u'Category:1961 births', u'Category:All BLP articles lacking sources', u'Category:American film directors', u'Category:American television directors', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from June 2014', u'Category:Directors Guild of America Award winners', u'Category:Film directors from Pennsylvania', u'Category:LGBT directors', u'Category:LGBT people from the United States']"
Paul Verhoeven,"[u'Category:1938 births', u'Category:Articles containing Dutch-language text', u'Category:Articles with Dutch-language external links', u'Category:Articles with hCards', u'Category:CS1 Dutch-language sources (nl)', u'Category:Commons category with local link same as on Wikidata', u'Category:Documentary film directors', u'Category:Documentary film producers', u'Category:Dutch Protestants', u'Category:Dutch critics']"
Rob Marshall,"[u'Category:1960 births', u'Category:American film directors', u'Category:American theatre directors', u'Category:Articles with IBDb links', u'Category:Articles with hCards', u'Category:CAS Filmmaker Award honorees', u'Category:Carnegie Mellon University College of Fine Arts alumni', u'Category:Commons category with page title same as on Wikidata', u'Category:Directors Guild of America Award winners', u'Category:English-language film directors']"
Jamie Blanks,"[u'Category:All Wikipedia articles written in Australian English', u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:All stub articles', u'Category:Articles lacking reliable references from February 2011', u'Category:Articles sourced only by IMDb from February 2011', u'Category:Australian film director stubs', u'Category:Australian film directors', u'Category:BLP articles lacking sources from February 2011', u'Category:Horror film directors']"
Carl Schenkel,"[u'Category:1948 births', u'Category:2003 deaths', u'Category:All stub articles', u'Category:Articles with hCards', u'Category:European film director stubs', u'Category:People from Bern', u'Category:Swiss artist stubs', u'Category:Swiss film directors', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Stephen Daldry,"[u'Category:1960 births', u'Category:Alumni of the University of Essex', u'Category:Alumni of the University of Sheffield', u'Category:Articles with IBDb links', u'Category:Articles with hCards', u'Category:BAFTA winners (people)', u'Category:Bisexual artists', u'Category:Bisexual men', u'Category:Commanders of the Order of the British Empire', u'Category:Commons category with page title same as on Wikidata']"
Mike Mills,"[u'Category:1958 births', u'Category:All articles with unsourced statements', u'Category:Alternative rock bass guitarists', u'Category:Alternative rock keyboardists', u'Category:American alternative rock musicians', u'Category:American male songwriters', u'Category:American record producers', u'Category:American rock bass guitarists', u'Category:American rock keyboardists', u'Category:American rock songwriters']"
Richard Linklater,"[u'Category:1960 births', u'Category:All articles with unsourced statements', u'Category:American film producers', u'Category:American male screenwriters', u'Category:Articles with DMOZ links', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from January 2015', u'Category:Artists from Austin, Texas', u'Category:Bellaire High School (Bellaire, Texas) alumni', u'Category:Best Director BAFTA Award winners']"
Chris Columbus,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Disambiguation pages']"
Stephen King,"[u'Category:1947 births', u'Category:20th-century American novelists', u'Category:20th-century American writers', u'Category:21st-century American novelists', u'Category:21st-century American writers', u'Category:AC with 14 elements', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American Methodists', u'Category:American fantasy writers']"
Bryan Gordon,"[u'Category:American film directors', u'Category:American male film actors', u'Category:American male television actors', u'Category:American television directors', u'Category:American television producers', u'Category:American television writers', u'Category:Directors Guild of America Award winners', u'Category:Living people', u'Category:Male television writers', u'Category:People from Dover, Delaware']"
Michael Patrick Jann,"[u'Category:1970 births', u'Category:All stub articles', u'Category:American film directors', u'Category:American male comedians', u'Category:American male film actors', u'Category:American male television actors', u'Category:American television directors', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Comedians from New York']"
Rick Rosenthal,"[u'Category:1949 births', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Choate Rosemary Hall alumni', u'Category:Film directors from New York City', u'Category:Harvard University alumni', u'Category:Horror film directors', u'Category:Independent Spirit Award winners']"
Joe Alves,"[u'Category:1936 births', u'Category:American production designers', u'Category:Articles with hCards', u'Category:BAFTA winners (people)', u'Category:Film directors from California', u'Category:Living people', u'Category:Pages using ISBN magic links', u'Category:People from San Leandro, California', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Steve Hickner,"[u'Category:All articles needing additional references', u'Category:All stub articles', u'Category:American animators', u'Category:American film directors', u'Category:American storyboard artists', u'Category:Animator stubs', u'Category:Articles needing additional references from August 2016', u'Category:Articles with hCards', u'Category:DreamWorks Animation people', u'Category:Living people']"
Tom McLoughlin,"[u'Category:1950 births', u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:All stub articles', u'Category:American film director stubs', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American television directors', u'Category:Articles lacking reliable references from September 2015', u'Category:Articles sourced by IMDb from September 2015']"
Clyde Geronimi,"[u'Category:1901 births', u'Category:1989 deaths', u'Category:All stub articles', u'Category:American animator stubs', u'Category:American animators', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Disney people', u'Category:Italian animators', u'Category:Italian emigrants to the United States']"
Peter Weir,"[u'Category:1944 births', u'Category:All Wikipedia articles written in Australian English', u'Category:Articles with hCards', u'Category:Australian film directors', u'Category:Best Director BAFTA Award winners', u'Category:Commanders of the Order of Merit of the Republic of Poland', u'Category:English-language film directors', u'Category:European Film Awards winners (people)', u'Category:Living people', u'Category:Members of the Order of Australia']"
Michael Haneke,"[u'Category:1942 births', u'Category:Articles containing German-language text', u'Category:Articles with hCards', u'Category:Austrian film directors', u'Category:Austrian opera directors', u'Category:Austrian people of German descent', u'Category:Austrian screenwriters', u'Category:Austrian theatre directors', u'Category:Best Director C\xe9sar Award winners', u'Category:Best Director German Film Award winners']"
Charles Shyer,"[u'Category:1951 births', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American television producers', u'Category:American television writers', u'Category:Articles with hCards', u'Category:Film directors from California', u'Category:Living people', u'Category:Male television writers']"
Adam Salky,
Peyton Reed,"[u'Category:1964 births', u'Category:American film directors', u'Category:American male screenwriters', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Commons category with page title same as on Wikidata', u'Category:Film directors from North Carolina', u'Category:Living people', u'Category:University of North Carolina at Chapel Hill alumni', u'Category:Wikipedia articles with BNF identifiers']"
Herbert J. Biberman,"[u'Category:1900 births', u'Category:1971 deaths', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Deaths from bone cancer', u'Category:Deaths from cancer in New York', u'Category:Hollywood blacklist', u'Category:Jewish American screenwriters', u'Category:Wikipedia articles with BNF identifiers']"
Scott Frank,"[u'Category:1960 births', u'Category:American film directors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:CS1 errors: external links', u'Category:Edgar Award winners', u'Category:Living people', u'Category:Pages containing links to subscription-only content', u'Category:University of California, Santa Barbara alumni', u'Category:Wikipedia articles with BNF identifiers']"
Eli Craig,"[u'Category:1972 births', u'Category:American film directors', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:Living people', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with LCCN identifiers', u'Category:Wikipedia articles with VIAF identifiers']"
Sarah Gavron,"[u'Category:1970 births', u'Category:All stub articles', u'Category:Alumni of National Film and Television School', u'Category:Alumni of the Edinburgh College of Art', u'Category:Alumni of the University of York', u'Category:Articles with hCards', u'Category:Ashkenazi Jews', u'Category:British film director stubs', u'Category:British people of English descent', u'Category:British women film directors']"
Ang Lee,"[u'Category:1954 births', u'Category:All articles needing style editing', u'Category:All articles with a promotional tone', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American Buddhists', u'Category:American film directors of Taiwanese descent', u'Category:Articles containing Chinese-language text', u'Category:Articles with a promotional tone from August 2015', u'Category:Articles with dead external links from October 2016']"
Jim Kouf,"[u'Category:1951 births', u'Category:All stub articles', u'Category:American film director, 1950s birth stubs', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American screenwriter stubs', u'Category:Articles with hCards', u'Category:Edgar Award winners', u'Category:Living people']"
 Michael Goetz,
Breck Eisner,"[u'Category:1970 births', u'Category:Advertising directors', u'Category:American people of German-Jewish descent', u'Category:American people of Scottish descent', u'Category:American people of Swedish descent', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Film directors from California', u'Category:Georgetown University alumni', u'Category:Living people']"
Jacques Tourneur,"[u'Category:1904 births', u'Category:1977 deaths', u'Category:Articles with hCards', u'Category:Commons category with local link same as on Wikidata', u'Category:Film directors from Paris', u'Category:French emigrants to the United States', u'Category:French film directors', u'Category:Horror film directors', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers']"
Tim Pope,"[u'Category:1956 births', u'Category:All Wikipedia articles in need of updating', u'Category:All articles lacking reliable references', u'Category:Articles lacking reliable references from September 2007', u'Category:BLP articles lacking sources from September 2007', u'Category:English music video directors', u'Category:Living people', u'Category:People educated at The Latymer School', u'Category:Use dmy dates from October 2010', u'Category:Wikipedia articles in need of updating from November 2010']"
James Isaac,"[u'Category:1960 births', u'Category:2012 deaths', u'Category:All stub articles', u'Category:American film director, 1960s birth stubs', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Deaths from multiple myeloma', u'Category:English-language film directors', u'Category:Horror film directors', u'Category:Wikipedia articles with BNF identifiers']"
Gavin O'Connor,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages', u'Category:Monitored short pages']"
Roger Christian,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Scott Cooper,"[u'Category:All article disambiguation pages', u'Category:All disambiguation pages', u'Category:Human name disambiguation pages']"
Jennifer Kent,"[u'Category:20th-century Australian actresses', u'Category:21st-century Australian actresses', u'Category:All Wikipedia articles written in Australian English', u'Category:Articles with hCards', u'Category:Australian film actresses', u'Category:Australian television actresses', u'Category:Australian women film directors', u'Category:Australian women screenwriters', u'Category:Horror film directors', u'Category:Living people']"
Kent Alterman,"[u'Category:All articles lacking reliable references', u'Category:All articles sourced by IMDb', u'Category:All stub articles', u'Category:American film director stubs', u'Category:American film directors', u'Category:American film producers', u'Category:Articles lacking reliable references from March 2010', u'Category:Articles sourced only by IMDb from March 2010', u'Category:Articles with hCards', u'Category:BLP articles lacking sources from March 2010']"
John Cassavetes,"[u'Category:1929 births', u'Category:1989 deaths', u'Category:20th-century American male actors', u'Category:American experimental filmmakers', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American people of Greek descent', u'Category:American writers of Greek descent']"
 Richard Donner,"[u'Category:1930 births', u'Category:All articles with unsourced statements', u'Category:American Jews', u'Category:American comics writers', u'Category:American film producers', u'Category:American television directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from April 2015', u'Category:Commons category with page title same as on Wikidata', u'Category:Film directors from New York City']"
David Wain,"[u'Category:1969 births', u'Category:All BLP articles lacking sources', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:American film producers', u'Category:American male comedians', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American male television actors', u'Category:American male web series actors']"
Albert Magnoli,"[u'Category:1950s births', u'Category:All stub articles', u'Category:American film director stubs', u'Category:American film directors', u'Category:American film editors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:Living people', u'Category:Prince (musician)', u'Category:USC School of Cinematic Arts alumni']"
 Greg Strause,"[u'Category:American music video directors', u'Category:American people of German descent', u'Category:Articles with hCards', u'Category:Filmmaking duos', u'Category:Living people', u'Category:People from Waukegan, Illinois', u'Category:Sibling duos', u'Category:Sibling filmmakers', u'Category:Special effects people']"
Susan Stroman,"[u'Category:1954 births', u'Category:American choreographers', u'Category:American musical theatre directors', u'Category:American people of German descent', u'Category:Articles with IBDb links', u'Category:Articles with hCards', u'Category:Artists from Wilmington, Delaware', u'Category:Ballet choreographers', u'Category:Drama Desk Award winners', u'Category:Helpmann Award winners']"
 Irwin Allen,"[u'Category:1916 births', u'Category:1991 deaths', u'Category:20th-century American businesspeople', u'Category:All articles lacking reliable references', u'Category:American film directors', u'Category:American film producers', u'Category:American television producers', u'Category:Articles lacking reliable references from January 2016', u'Category:Articles with hCards', u'Category:BBC programme ID not in Wikidata']"
Luis Mandoki,"[u'Category:1954 births', u'Category:Alumni of the London Film School', u'Category:Film directors from Mexico City', u'Category:Living people', u'Category:Mexican film directors', u'Category:Mexican people of Hungarian descent', u'Category:Wikipedia articles with BNF identifiers', u'Category:Wikipedia articles with GND identifiers', u'Category:Wikipedia articles with ISNI identifiers', u'Category:Wikipedia articles with LCCN identifiers']"
Beth Schacter,"[u'Category:2000s drama films', u'Category:2007 films', u'Category:American films', u'Category:American teen drama films', u'Category:English-language films', u'Category:Lifetime (TV network) films', u'Category:New Line Cinema films']"
Jon Favreau,"[u'Category:1966 births', u'Category:20th-century American male actors', u'Category:21st-century American male actors', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:American male television actors', u'Category:American male voice actors', u'Category:American people of French-Canadian descent']"
Tate Taylor,"[u'Category:1969 births', u'Category:21st-century American male actors', u'Category:Actors from Jackson, Mississippi', u'Category:All stub articles', u'Category:American film actor, 1960s birth stubs', u'Category:American film directors', u'Category:American male film actors', u'Category:American male screenwriters', u'Category:Articles with hCards', u'Category:English-language film directors']"
Alison Eastwood,"[u'Category:1972 births', u'Category:20th-century American actresses', u'Category:21st-century American actresses', u'Category:Actresses from California', u'Category:All articles with unsourced statements', u'Category:American child actresses', u'Category:American designers', u'Category:American fashion designers', u'Category:American film actresses', u'Category:American film directors']"
Joan Tewkesbury,"[u'Category:1936 births', u'Category:Actresses from California', u'Category:All stub articles', u'Category:American film actresses', u'Category:American film directors', u'Category:American film producers', u'Category:American screenwriters', u'Category:American television biography stubs', u'Category:American television directors', u'Category:American women film directors']"
Richard Dutcher,"[u'Category:1964 births', u'Category:20th-century Mormon missionaries', u'Category:Actors from Oak Park, Illinois', u'Category:All articles with unsourced statements', u'Category:American Latter Day Saint writers', u'Category:American Mormon missionaries in Mexico', u'Category:American film directors', u'Category:American film producers', u'Category:American male film actors', u'Category:American male screenwriters']"
Neal Sundstrom,
John Patrick Shanley,"[u'Category:1950 births', u'Category:20th-century American dramatists and playwrights', u'Category:21st-century American dramatists and playwrights', u'Category:All articles with dead external links', u'Category:American male dramatists and playwrights', u'Category:American male screenwriters', u'Category:Articles with IBDb links', u'Category:Articles with Open Library links', u'Category:Articles with dead external links from February 2016', u'Category:Best Original Screenplay Academy Award winners']"
Kinka Usher,"[u'Category:1960 births', u'Category:All articles with dead external links', u'Category:Articles with dead external links from December 2016', u'Category:Articles with dead external links from November 2016', u'Category:Articles with hCards', u'Category:French film directors', u'Category:Living people', u'Category:Television commercial directors']"
Ron Howard,"[u'Category:1954 births', u'Category:20th-century American male actors', u'Category:American film directors', u'Category:American male child actors', u'Category:American male film actors', u'Category:American male television actors', u'Category:American male voice actors', u'Category:American people of Dutch descent', u'Category:American people of English descent', u'Category:American people of German descent']"
Timothy Woodward Jr.,"[u'Category:1983 births', u'Category:21st-century American male actors', u'Category:All stub articles', u'Category:American male film actors', u'Category:American male television actors', u'Category:American screen actor stubs', u'Category:Living people', u'Category:Male actors from South Carolina', u'Category:People from Georgetown, South Carolina']"
Michel Gondry,"[u'Category:1963 births', u'Category:Advertising directors', u'Category:Articles with hCards', u'Category:Best Original Screenplay Academy Award winners', u'Category:Commons category with local link same as on Wikidata', u'Category:English-language film directors', u'Category:French-language film directors', u'Category:French emigrants to the United States', u'Category:French film directors', u'Category:French male writers']"
Howard Hawks,"[u'Category:1896 births', u'Category:1977 deaths', u'Category:20th-century American racing drivers', u'Category:Academy Honorary Award recipients', u'Category:American aviators', u'Category:American film directors', u'Category:American film producers', u'Category:American male screenwriters', u'Category:American military personnel of World War I', u'Category:American people of English descent']"
Jack Smight,"[u'Category:1925 births', u'Category:2003 deaths', u'Category:All stub articles', u'Category:American film director stubs', u'Category:American film directors', u'Category:American film producers', u'Category:Articles with IBDb links', u'Category:Articles with hCards', u'Category:Artists from Minneapolis', u'Category:Deaths from cancer in California']"
Asghar Farhadi,"[u'Category:1972 births', u'Category:Articles containing Persian-language text', u'Category:Articles with hCards', u'Category:Asian Film Award winners', u'Category:Commons category with local link same as on Wikidata', u'Category:Directors of Best Foreign Language Film Academy Award winners', u'Category:Iranian film directors', u'Category:Iranian screenwriters', u'Category:Living people', u'Category:People from Isfahan']"
Nancy Meyers,"[u'Category:1949 births', u'Category:American Jews', u'Category:American University alumni', u'Category:American film directors', u'Category:American film producers', u'Category:American screenwriters', u'Category:American women film directors', u'Category:American women screenwriters', u'Category:Articles with hCards', u'Category:Businesspeople from Philadelphia']"
Albert Pyun,"[u'Category:1954 births', u'Category:All articles with dead external links', u'Category:All articles with unsourced statements', u'Category:American film directors of Asian descent', u'Category:Articles with dead external links from December 2016', u'Category:Articles with dead external links from September 2016', u'Category:Articles with hCards', u'Category:Articles with permanently dead external links', u'Category:Articles with unsourced statements from August 2011', u'Category:Articles with unsourced statements from May 2013']"
Joel Zwick,"[u'Category:1942 births', u'Category:American film directors', u'Category:American television directors', u'Category:American theatre directors', u'Category:Articles with IBDb links', u'Category:Articles with hCards', u'Category:Brooklyn College alumni', u'Category:Living people', u'Category:People from Brooklyn', u'Category:Wikipedia articles with BNF identifiers']"
Jonathan Kesselman,
Scott Spiegel,"[u'Category:1957 births', u'Category:All articles with unsourced statements', u'Category:American film directors', u'Category:Articles with hCards', u'Category:Articles with unsourced statements from July 2010', u'Category:Film directors from Michigan', u'Category:Horror film directors', u'Category:Living people', u'Category:People from Oakland County, Michigan', u'Category:Wikipedia articles with BNF identifiers']"
